transaction_id,timestamp,sku,transaction_type,quantity,variance_detected,operator_id,bin_id
c90c6a2b-758e-4220-9a54-2d026f2dcd33,2025-10-26 23:18:24.062432,SKU-5552,TRANSFER,6,0,EMP-244,ZONE-B-13
4ad54f3c-31c8-4d54-936d-96d56f65e076,2025-10-13 23:18:24.062432,SKU-9928,PICK,5,0,EMP-172,ZONE-C-19
796f3b4d-e179-49c8-949c-f0264667099b,2025-11-30 23:18:24.062432,SKU-5552,TRANSFER,5,0,EMP-554,ZONE-B-13
c7c69c06-9808-4fae-8528-0f6d0b1402e9,2025-09-25 23:18:24.062432,SKU-4611,PICK,1,0,EMP-582,ZONE-C-15
f40aca6e-f99e-45bb-923c-f48596ac3669,2025-11-10 23:18:24.062432,SKU-6635,RECEIVE,1,0,EMP-155,ZONE-C-18
806f89b1-e3c6-49e0-b873-3efa034c447b,2025-12-21 23:18:24.062432,SKU-4150,CYCLE_COUNT,2,0,EMP-710,ZONE-C-5
3e56ddf9-aa5e-4a2e-86af-baf0eba18503,2025-10-31 23:18:24.062432,SKU-1750,CYCLE_COUNT,10,0,EMP-440,ZONE-A-14
67f98c69-96e0-44db-ba7d-05d09d3ddf67,2025-12-27 23:18:24.062432,SKU-4527,RECEIVE,4,0,EMP-882,ZONE-C-5
dd0fd7b3-ec21-4056-a893-f062f0ee4348,2025-10-03 23:18:24.062432,SKU-9785,PICK,8,0,EMP-932,ZONE-B-16
81597623-111b-4bbe-809a-771f61f2fd4c,2025-11-19 23:18:24.062432,SKU-2824,RECEIVE,8,0,EMP-417,ZONE-A-18
a0ae0909-4222-4005-90b8-ad27418706e4,2025-10-20 23:18:24.062432,SKU-1520,CYCLE_COUNT,8,0,EMP-247,ZONE-A-11
2f319b81-db47-400f-82d8-b47c8e147ab2,2025-11-07 23:18:24.062432,SKU-2291,TRANSFER,10,0,EMP-501,ZONE-A-16
f0d58cc4-d0aa-4743-a2c3-a27520393662,2025-12-31 23:18:24.062432,SKU-3615,TRANSFER,3,0,EMP-981,ZONE-A-15
90edf462-2ef6-4c7b-aac9-c573a47c1b6e,2025-09-30 23:18:24.062432,SKU-1520,CYCLE_COUNT,6,0,EMP-586,ZONE-A-11
1e31616d-8ce6-4539-8aba-00522c31eb42,2025-11-22 23:18:24.062432,SKU-2519,TRANSFER,2,0,EMP-572,ZONE-B-16
54bba0da-fd6a-4b70-b077-9ac97526a9c0,2025-12-29 23:18:24.062432,SKU-5803,TRANSFER,3,0,EMP-456,ZONE-C-5
16faca2b-62c8-4e6e-82b7-f5481d20060d,2025-11-26 23:18:24.062432,SKU-6574,PICK,10,0,EMP-205,ZONE-C-18
a2d0874e-b669-43c6-b8fd-fcec09a7ce23,2025-11-02 23:18:24.062432,SKU-5803,RECEIVE,7,0,EMP-669,ZONE-C-5
42c8a635-1a02-4733-a4fb-0501bd626e30,2025-11-29 23:18:24.062432,SKU-1520,TRANSFER,2,0,EMP-572,ZONE-A-11
ae4b6828-8fcf-4fee-a9de-4233eb7e87dc,2025-10-23 23:18:24.062432,SKU-2535,CYCLE_COUNT,7,0,EMP-661,ZONE-C-18
100f4adc-7727-4ccf-a497-bc7ffc876108,2025-11-04 23:18:24.062432,SKU-2679,CYCLE_COUNT,3,0,EMP-313,ZONE-B-7
24640250-98a5-4071-ac62-8b4268b7f4be,2025-11-16 23:18:24.062432,SKU-7924,CYCLE_COUNT,10,0,EMP-680,ZONE-B-19
2b579fc9-92d9-485a-adfb-960887bcc39c,2025-10-14 23:18:24.062432,SKU-8359,PICK,6,0,EMP-778,ZONE-B-12
5ebfd69a-0745-41dc-91dd-129e1d65901f,2025-12-07 23:18:24.062432,SKU-4150,CYCLE_COUNT,2,0,EMP-574,ZONE-C-5
71e2ecf4-0239-4ee8-adf8-9b6c241e2b74,2026-01-05 23:18:24.062432,SKU-2824,RECEIVE,6,0,EMP-555,ZONE-A-18
af88c6ee-f4a4-403f-8193-cc2b4a68411d,2025-11-12 23:18:24.062432,SKU-2424,TRANSFER,3,0,EMP-171,ZONE-B-9
3a87bf5a-46c6-4ac5-8ab0-ebca87b870dd,2025-12-18 23:18:24.062432,SKU-5552,RECEIVE,10,0,EMP-933,ZONE-B-13
ff5685eb-aeec-40ae-a5d2-7101c50c7bf1,2025-12-13 23:18:24.062432,SKU-1520,CYCLE_COUNT,10,0,EMP-776,ZONE-A-11
9637e788-3a2d-4f84-8b91-e7565bd70d5a,2025-10-19 23:18:24.062432,SKU-7224,RECEIVE,1,0,EMP-936,ZONE-A-16
db208f3c-321d-492a-8c9d-3177d41fda9a,2025-12-27 23:18:24.062432,SKU-6574,RECEIVE,3,0,EMP-250,ZONE-C-18
4870346f-96a8-4381-81cb-f0af9e6d1410,2025-11-10 23:18:24.062432,SKU-2291,CYCLE_COUNT,3,0,EMP-730,ZONE-A-16
43b103a7-35b9-471b-a119-567b7bd7f9aa,2025-12-18 23:18:24.062432,SKU-3286,CYCLE_COUNT,10,0,EMP-998,ZONE-A-5
70e8fc07-bb53-4a0e-96f2-5b32e8e96917,2025-12-03 23:18:24.062432,SKU-6574,TRANSFER,6,0,EMP-913,ZONE-C-18
af904a95-d014-49c9-960c-afd9f836a13c,2025-11-05 23:18:24.062432,SKU-6881,CYCLE_COUNT,5,0,EMP-191,ZONE-C-17
f6563083-e812-4d05-8d5e-01252ee3f718,2025-12-09 23:18:24.062432,SKU-2139,RECEIVE,10,0,EMP-622,ZONE-A-1
f5c58327-a4dd-4e70-b603-736f7ed07eff,2026-01-09 23:18:24.062432,SKU-5552,PICK,7,0,EMP-401,ZONE-B-13
aa0798a2-2cc4-4cb7-9ba5-e2283cf81d3b,2025-12-01 23:18:24.062432,SKU-7912,TRANSFER,1,0,EMP-154,ZONE-B-14
b5df785b-ff2e-48ff-b26c-e8b7e939d918,2025-10-06 23:18:24.062432,SKU-3045,TRANSFER,1,0,EMP-981,ZONE-B-12
5dde2a84-eedb-47f8-95fb-443035d978d9,2025-10-22 23:18:24.062432,SKU-1409,RECEIVE,5,0,EMP-542,ZONE-A-14
b3f7df0b-ad04-4e09-8e43-8881c03348d7,2025-12-22 23:18:24.062432,SKU-8527,CYCLE_COUNT,10,0,EMP-491,ZONE-A-10
ebc477b2-7ab8-446b-b0eb-4cfe76f12f94,2025-10-19 23:18:24.062432,SKU-2535,CYCLE_COUNT,7,0,EMP-778,ZONE-C-18
a4c5ba2e-cf98-41f5-b3e6-ba0eeac391df,2025-12-02 23:18:24.062432,SKU-2291,CYCLE_COUNT,3,0,EMP-493,ZONE-A-16
172bf8dd-378a-48fd-946c-c6caa1baf115,2025-12-16 23:18:24.062432,SKU-1488,CYCLE_COUNT,6,0,EMP-228,ZONE-B-6
5fc4203b-77b9-4a8b-9fc6-e8b0be85e6da,2025-10-01 23:18:24.062432,SKU-8359,RECEIVE,3,0,EMP-763,ZONE-B-12
f29f5398-15fa-456e-b346-3000a3631a44,2025-12-23 23:18:24.062432,SKU-4582,PICK,1,0,EMP-598,ZONE-A-18
9d9b8f3e-a2df-4ff0-9ccc-7f03e2f533c7,2025-10-02 23:18:24.062432,SKU-4257,PICK,7,0,EMP-240,ZONE-A-1
36d8e5c9-b4ca-4e75-b06d-5cdacfc3d3a4,2025-12-20 23:18:24.062432,SKU-4657,CYCLE_COUNT,7,0,EMP-718,ZONE-C-12
a62e079c-e4a5-4413-95a2-99f6bafed35b,2025-11-19 23:18:24.062432,SKU-6514,PICK,7,0,EMP-621,ZONE-A-4
b518395e-19e7-4073-a91c-ce28df9e56e9,2025-10-20 23:18:24.062432,SKU-4811,CYCLE_COUNT,7,0,EMP-290,ZONE-A-11
14f9b83f-7f2f-477b-b130-fc1f9680b8b4,2025-12-04 23:18:24.062432,SKU-4257,RECEIVE,7,0,EMP-610,ZONE-A-1
26b5aa24-cbe0-4022-ac79-90598767f225,2025-11-13 23:18:24.062432,SKU-4611,TRANSFER,4,0,EMP-659,ZONE-C-15
43f51b12-ded3-44e0-bebe-67e31fc08567,2025-09-26 23:18:24.062432,SKU-2424,TRANSFER,10,0,EMP-138,ZONE-B-9
4ea7aff9-5dde-4ac1-be66-3e250fee0b71,2025-10-06 23:18:24.062432,SKU-2424,CYCLE_COUNT,10,0,EMP-694,ZONE-B-9
08e8c9a4-a35a-4fa9-85c3-0d3c6a48d821,2025-10-10 23:18:24.062432,SKU-1711,RECEIVE,8,0,EMP-847,ZONE-C-9
7551912e-df97-4a32-9979-259f63cfafa3,2025-11-20 23:18:24.062432,SKU-5333,TRANSFER,9,0,EMP-629,ZONE-B-6
7e9b0c8e-8a04-402e-8790-e307b4d868e7,2025-10-23 23:18:24.062432,SKU-4582,RECEIVE,2,0,EMP-583,ZONE-A-18
9aeda281-5bf7-4271-b335-13f32cc6d186,2025-12-09 23:18:24.062432,SKU-4257,TRANSFER,2,0,EMP-154,ZONE-A-1
2f8ccff6-bc20-4690-9019-8489b4fa4315,2025-11-21 23:18:24.062432,SKU-6881,RECEIVE,6,0,EMP-564,ZONE-C-17
92435c8b-a96b-41fc-86c8-842052b32bbd,2025-11-03 23:18:24.062432,SKU-1106,CYCLE_COUNT,9,0,EMP-531,ZONE-C-4
0e875aca-432f-46e4-beb0-44cde60f0582,2025-10-29 23:18:24.062432,SKU-1750,TRANSFER,6,0,EMP-271,ZONE-A-14
b1c9c594-269d-474e-903b-e2fcdf87809e,2025-12-24 23:18:24.062432,SKU-6925,TRANSFER,1,0,EMP-903,ZONE-C-5
1e576584-d2cf-4e6c-aed4-25f80b6b7f9b,2025-09-29 23:18:24.062432,SKU-1711,TRANSFER,10,0,EMP-744,ZONE-C-9
ff6a01bd-7e2d-475e-bd98-107ae7d814df,2025-12-04 23:18:24.062432,SKU-1750,PICK,8,0,EMP-152,ZONE-A-14
4956585d-7bfa-4d44-9af3-c4ee6414c38e,2025-10-28 23:18:24.062432,SKU-2139,RECEIVE,5,0,EMP-596,ZONE-A-1
d18598ef-3703-4f2d-867b-ae4c938d43b9,2025-11-25 23:18:24.062432,SKU-9928,PICK,2,0,EMP-178,ZONE-C-19
76289782-1d02-413d-824f-5591bfb39044,2025-10-08 23:18:24.062432,SKU-4527,TRANSFER,5,0,EMP-730,ZONE-C-5
2d78c991-33fa-4f38-aff3-d36d6e985d27,2026-01-09 23:18:24.062432,SKU-2139,TRANSFER,5,0,EMP-363,ZONE-A-1
44cd2576-e773-47a4-88b2-402a3fb68956,2025-12-08 23:18:24.062432,SKU-5333,RECEIVE,1,0,EMP-278,ZONE-B-6
ca55d94d-7b1a-4da0-90fa-c75096800ecc,2025-12-15 23:18:24.062432,SKU-2424,PICK,10,0,EMP-557,ZONE-B-9
222077a2-7c00-4bed-80e0-69a71f2b665b,2025-10-25 23:18:24.062432,SKU-1434,PICK,6,0,EMP-901,ZONE-A-13
8259bb0e-e550-40d3-bfd7-9d33fad0614b,2025-11-28 23:18:24.062432,SKU-5557,CYCLE_COUNT,4,0,EMP-982,ZONE-C-11
7a81d98f-8c25-4a9f-b90d-7e64f51d0051,2025-10-02 23:18:24.062432,SKU-2535,TRANSFER,1,0,EMP-248,ZONE-C-18
ab3a5f0f-911c-49d4-8342-f1b357aeac70,2026-01-07 23:18:24.062432,SKU-3286,PICK,10,0,EMP-607,ZONE-A-5
f6639706-6df6-4a61-bf4a-563887290aaa,2025-11-17 23:18:24.062432,SKU-9279,CYCLE_COUNT,7,0,EMP-843,ZONE-B-14
bf305246-e6b9-4c48-9c51-3b149f9b6af1,2025-12-04 23:18:24.062432,SKU-2674,PICK,3,0,EMP-851,ZONE-B-3
a9ad2080-ed28-43cb-bf91-a46f38c70973,2025-12-13 23:18:24.062432,SKU-1520,RECEIVE,6,0,EMP-370,ZONE-A-11
ce801cc4-1660-40db-a425-c8326d9935bf,2025-10-13 23:18:24.062432,SKU-1750,RECEIVE,2,0,EMP-575,ZONE-A-14
3a5616d7-c0d5-4e22-9dea-ac7aff26bb41,2025-12-26 23:18:24.062432,SKU-7912,CYCLE_COUNT,7,0,EMP-870,ZONE-B-14
0b205d56-0174-4b8a-8fe6-562eb1009f28,2025-11-09 23:18:24.062432,SKU-1711,PICK,9,0,EMP-799,ZONE-C-9
664f5da1-5692-4e72-8231-bd62f3872589,2025-11-28 23:18:24.062432,SKU-4527,CYCLE_COUNT,7,0,EMP-991,ZONE-C-5
b3f8ead5-e123-4a39-b2fc-edaf43b58c12,2025-10-28 23:18:24.062432,SKU-4582,RECEIVE,7,0,EMP-916,ZONE-A-18
50f271a2-a8f3-4be7-b7d9-c20a297f6938,2025-11-28 23:18:24.062432,SKU-7201,CYCLE_COUNT,8,0,EMP-799,ZONE-A-5
23ae65eb-9fd9-452a-a59e-71d05b05a4a5,2025-11-29 23:18:24.062432,SKU-8359,RECEIVE,1,0,EMP-752,ZONE-B-12
0fef5ea8-6f92-4f97-ac08-1aabb43b15c8,2025-12-14 23:18:24.062432,SKU-1106,CYCLE_COUNT,6,0,EMP-978,ZONE-C-4
7f51c781-95a1-4e05-b64c-39c1f1d0131c,2025-10-26 23:18:24.062432,SKU-6574,TRANSFER,5,0,EMP-373,ZONE-C-18
dacf33fd-9ab3-4a98-83b5-abfc3a0e9ee2,2025-12-14 23:18:24.062432,SKU-5333,TRANSFER,2,0,EMP-698,ZONE-B-6
d83d1751-ffb5-482c-876c-db13f5cefaa6,2025-12-26 23:18:24.062432,SKU-2519,CYCLE_COUNT,7,0,EMP-347,ZONE-B-16
5feb61a1-1b1e-4c80-ae21-c124b33cd5be,2025-11-27 23:18:24.062432,SKU-3286,PICK,10,0,EMP-445,ZONE-A-5
ff85815d-9648-4a37-8cad-4d98c5393ba5,2025-12-01 23:18:24.062432,SKU-6635,TRANSFER,3,0,EMP-110,ZONE-C-18
0af07043-8562-45ba-8da8-d224b0884cc3,2025-09-23 23:18:24.062432,SKU-2519,RECEIVE,1,0,EMP-521,ZONE-B-16
c5fd82ba-a166-435d-aaa1-f9758a244073,2025-12-18 23:18:24.062432,SKU-1106,RECEIVE,2,0,EMP-556,ZONE-C-4
fb6dcced-1ab5-4222-b4af-4c1d9c0cd809,2025-12-23 23:18:24.062432,SKU-4257,PICK,6,0,EMP-390,ZONE-A-1
369e394b-9653-4198-a2ec-47b0f41fb40c,2025-09-26 23:18:24.062432,SKU-4527,PICK,5,0,EMP-124,ZONE-C-5
210b7059-419a-446e-aaa4-329ffd2dfadb,2025-09-29 23:18:24.062432,SKU-3045,RECEIVE,10,0,EMP-708,ZONE-B-12
e98f5feb-6152-4205-abbb-9d0f5fd1bcce,2025-12-21 23:18:24.062432,SKU-9279,RECEIVE,4,0,EMP-222,ZONE-B-14
f6c6e203-7c0f-40ec-9442-a459c3aecf5e,2025-11-09 23:18:24.062432,SKU-5506,PICK,2,0,EMP-772,ZONE-B-16
b10b04c5-bfa9-4859-8b4b-8a649348fd2b,2025-10-06 23:18:24.062432,SKU-2824,PICK,10,0,EMP-812,ZONE-A-18
7fa13a84-6077-4f67-98a7-c55b2a9fe228,2025-10-29 23:18:24.062432,SKU-8359,TRANSFER,3,0,EMP-578,ZONE-B-12
86e3c3df-17a9-4029-9ae0-a6409a1c8c3d,2025-10-27 23:18:24.062432,SKU-3547,CYCLE_COUNT,2,0,EMP-887,ZONE-A-16
29ebfee4-cf8e-4386-b3f3-7e556f5968dc,2025-10-24 23:18:24.062432,SKU-7912,TRANSFER,7,0,EMP-265,ZONE-B-14
8706ce1e-5455-432b-ae44-c4e119fc8811,2025-12-30 23:18:24.062432,SKU-5506,TRANSFER,2,0,EMP-163,ZONE-B-16
01712f3c-fc0f-4763-ba47-13de21ac3b81,2025-09-29 23:18:24.062432,SKU-4811,CYCLE_COUNT,7,0,EMP-364,ZONE-A-11
a8a963f8-628e-4f77-98e1-21ab06616e10,2025-11-17 23:18:24.062432,SKU-2679,PICK,5,0,EMP-171,ZONE-B-7
d34ce363-fd44-4abb-88d3-c8da90bae5e1,2025-12-09 23:18:24.062432,SKU-9279,PICK,8,0,EMP-502,ZONE-B-14
e7d8222e-e4fc-4a5d-9a42-11956ebebe68,2025-11-30 23:18:24.062432,SKU-5803,CYCLE_COUNT,3,0,EMP-887,ZONE-C-5
6b56087f-fbe1-471d-a795-6db49582e0f0,2025-12-09 23:18:24.062432,SKU-3615,PICK,7,0,EMP-758,ZONE-A-15
4aea6067-a7b7-4d96-b7b1-417ef1877d1b,2025-10-05 23:18:24.062432,SKU-6635,CYCLE_COUNT,2,0,EMP-135,ZONE-C-18
1a1c410f-5cef-45b9-bfd7-1cb5e657bc15,2025-12-04 23:18:24.062432,SKU-1106,RECEIVE,2,0,EMP-845,ZONE-C-4
86b91e81-c6ce-48d5-9bd5-0dd90349618e,2025-10-11 23:18:24.062432,SKU-5552,CYCLE_COUNT,5,-2,EMP-768,ZONE-B-13
670d48f2-00c4-4098-b235-54c5bd433f0e,2025-12-16 23:18:24.062432,SKU-6574,RECEIVE,1,0,EMP-499,ZONE-C-18
00762361-67ed-4377-a4f4-0a31d5802918,2025-12-20 23:18:24.062432,SKU-4527,PICK,5,0,EMP-437,ZONE-C-5
d7f901a3-1270-4038-991a-4d12437f7e3d,2025-11-26 23:18:24.062432,SKU-1106,RECEIVE,7,0,EMP-824,ZONE-C-4
197fa9f5-752a-48da-8a14-a90ff63b8fd5,2026-01-08 23:18:24.062432,SKU-1750,CYCLE_COUNT,8,0,EMP-845,ZONE-A-14
cc4aebfc-d951-4692-9326-9cbe765547d9,2025-09-22 23:18:24.062432,SKU-2519,PICK,2,0,EMP-493,ZONE-B-16
f87bcf8f-9192-4499-9d44-f487fb2ca5d9,2025-12-03 23:18:24.062432,SKU-2291,RECEIVE,8,0,EMP-648,ZONE-A-16
47c0d59d-0667-4adc-a142-d154a76e41c8,2025-12-18 23:18:24.062432,SKU-2424,TRANSFER,6,0,EMP-410,ZONE-B-9
aaf48bb0-9738-4509-8dab-fe20aaf37276,2025-12-11 23:18:24.062432,SKU-1711,RECEIVE,7,0,EMP-762,ZONE-C-9
e75dd98b-0f0c-4e50-b264-d51d866a71d0,2025-11-29 23:18:24.062432,SKU-2584,TRANSFER,2,0,EMP-973,ZONE-A-4
f65262f0-7a2f-4057-a7b9-33a16972713e,2026-01-07 23:18:24.062432,SKU-9279,RECEIVE,6,0,EMP-570,ZONE-B-14
1202c724-e172-4856-992d-2bfa2d2b74f0,2025-10-14 23:18:24.062432,SKU-4582,PICK,5,0,EMP-667,ZONE-A-18
fcb55773-9378-450a-bedf-97fdd0c6bd18,2025-10-30 23:18:24.062432,SKU-3547,CYCLE_COUNT,1,0,EMP-812,ZONE-A-16
65e7244b-f5c1-41c1-834d-55aa019b5818,2025-12-11 23:18:24.062432,SKU-4611,RECEIVE,7,0,EMP-805,ZONE-C-15
548f74a2-f45c-4551-9002-713c0f3e7c13,2025-12-11 23:18:24.062432,SKU-2291,CYCLE_COUNT,6,0,EMP-548,ZONE-A-16
a4b4ff23-2c12-4caf-b0ee-64ca55a7fda4,2025-09-26 23:18:24.062432,SKU-3286,PICK,4,0,EMP-297,ZONE-A-5
5a748b5b-0a42-4b5d-9d44-8d5ffb80e5b6,2025-11-23 23:18:24.062432,SKU-7924,PICK,1,0,EMP-498,ZONE-B-19
a5bb0400-1b4f-43dd-9abb-655bd03c878c,2025-11-24 23:18:24.062432,SKU-4582,TRANSFER,2,0,EMP-646,ZONE-A-18
101279c0-287f-4898-8591-61afbd394855,2025-09-26 23:18:24.062432,SKU-9935,RECEIVE,8,0,EMP-447,ZONE-A-16
9d570476-03eb-43d5-a2ca-add65a5bc77b,2025-12-31 23:18:24.062432,SKU-5506,TRANSFER,1,0,EMP-838,ZONE-B-16
74b891bf-9464-49f8-9643-036e31889642,2026-01-03 23:18:24.062432,SKU-5557,CYCLE_COUNT,1,0,EMP-769,ZONE-C-11
4306515d-601d-413a-83ff-12f00009ff09,2025-11-29 23:18:24.062432,SKU-3045,CYCLE_COUNT,9,0,EMP-252,ZONE-B-12
220fb19f-929e-4503-a3eb-e77fc2987518,2025-10-01 23:18:24.062432,SKU-4611,PICK,10,0,EMP-137,ZONE-C-15
b259fb68-19df-4d29-b520-5ddb3a02ac14,2025-11-21 23:18:24.062432,SKU-6925,CYCLE_COUNT,3,0,EMP-733,ZONE-C-5
aa6e22df-205a-46ac-9eb4-5f2fd761da0e,2025-12-20 23:18:24.062432,SKU-3547,PICK,1,0,EMP-764,ZONE-A-16
8c4d6015-7988-4fc5-90f5-876d40ee2026,2025-10-14 23:18:24.062432,SKU-2519,RECEIVE,3,0,EMP-747,ZONE-B-16
20eea0a2-05cd-4fb2-9d63-c8b0b2bf0fc2,2026-01-05 23:18:24.062432,SKU-5506,TRANSFER,1,0,EMP-912,ZONE-B-16
60193f44-9470-4771-8789-6ddb78c9e033,2026-01-06 23:18:24.062432,SKU-4657,CYCLE_COUNT,2,0,EMP-705,ZONE-C-12
47037555-e396-4813-b7bc-baa253cde254,2025-10-06 23:18:24.062432,SKU-4527,RECEIVE,2,0,EMP-609,ZONE-C-5
c70d8d66-f04a-4ef5-b852-7af8dd6c00f1,2025-09-30 23:18:24.062432,SKU-5333,PICK,10,0,EMP-923,ZONE-B-6
9ec7368d-2be8-4201-bdfa-a2b7a5735fb9,2026-01-06 23:18:24.062432,SKU-8359,CYCLE_COUNT,4,0,EMP-855,ZONE-B-12
44110339-92d9-424c-8ef2-d879913692d3,2025-10-07 23:18:24.062432,SKU-4257,TRANSFER,7,0,EMP-800,ZONE-A-1
696598f8-3b13-4578-9a3b-8f1adc88a5ff,2025-11-02 23:18:24.062432,SKU-2291,PICK,10,0,EMP-956,ZONE-A-16
c00a29fa-4d00-4c60-a9bd-e9b6003eb035,2025-12-06 23:18:24.062432,SKU-2584,RECEIVE,4,0,EMP-277,ZONE-A-4
00e03ba6-b00c-4006-a8c1-140a588c745f,2025-10-07 23:18:24.062432,SKU-5803,RECEIVE,6,0,EMP-380,ZONE-C-5
00432bb6-a273-433d-9bb9-e23f134fd3c8,2025-11-08 23:18:24.062432,SKU-6574,CYCLE_COUNT,3,0,EMP-666,ZONE-C-18
6636dec3-4bf8-43e4-97d9-62bd7b2aee41,2025-12-05 23:18:24.062432,SKU-7912,CYCLE_COUNT,3,0,EMP-141,ZONE-B-14
fecd369f-a96f-4558-84b7-bf14b744ca4e,2026-01-01 23:18:24.062432,SKU-3286,RECEIVE,3,0,EMP-967,ZONE-A-5
16404e3b-ba7f-4f1d-af3d-658c426c4648,2025-09-24 23:18:24.062432,SKU-1488,CYCLE_COUNT,10,0,EMP-598,ZONE-B-6
2fe2a0de-a5af-41ea-bf0f-3acbf9a59306,2025-09-22 23:18:24.062432,SKU-5557,RECEIVE,2,0,EMP-283,ZONE-C-11
0e4b091a-9d54-46c7-b445-32fbf2f9d637,2025-11-14 23:18:24.062432,SKU-9279,TRANSFER,2,0,EMP-810,ZONE-B-14
df47e281-2a1d-44f1-9aa8-d904b1cc842f,2025-10-18 23:18:24.062432,SKU-7873,PICK,8,0,EMP-246,ZONE-C-19
d96fa136-b2c9-4567-b87e-9dd7015a48a4,2025-10-14 23:18:24.062432,SKU-2424,CYCLE_COUNT,5,0,EMP-725,ZONE-B-9
6a63373a-8449-46ac-9559-2e02e28d72ef,2025-12-22 23:18:24.062432,SKU-4527,PICK,1,0,EMP-611,ZONE-C-5
